,time
3090,31.0
3091,49.0
3092,10.0
3093,27.0
3095,6.0
3096,1.0
3097,4.0
3098,41.0
3099,25.0
3100,17.0
3101,21.0
3102,23.0
3106,30.0
3110,25.0
3115,30.0
3116,29.0
3117,34.0
3118,33.0
3120,14.0
3121,10.0
3123,1.0
3131,52.0
3134,20.0
3135,8.0
3136,12.0
3137,8.0
3138,73.0
3139,13.0
3140,27.0
3143,56.0
3144,26.0
3145,43.0
3146,28.0
3149,15.0
3152,100.0
3153,14.0
3154,49.0
3156,92.0
3157,12.0
3158,20.0
3159,17.0
3161,48.0
3162,3.0
3163,68.0
3164,10.0
3166,12.0
3168,18.0
3169,26.0
3171,2.0
3173,3.0
3174,11.0
3176,61.0
3178,80.0
3180,102.0
3181,52.0
3186,11.0
3187,8.0
3188,40.0
3190,63.0
3191,64.0
3192,17.0
3194,38.0
3195,3.0
3196,78.0
3197,25.0
3201,15.0
3202,28.0
3203,71.0
3204,59.0
3208,19.0
3210,38.0
3212,55.0
3213,70.0
3216,21.0
3217,20.0
3218,46.0
3219,23.0
3220,28.0
3221,26.0
3223,60.0
3225,155.0
3227,184.0
3231,156.0
3232,10.0
3233,1.0
3234,41.0
3237,13.0
3238,4.0
3239,17.0
3240,7.0
3242,39.0
3243,18.0
3244,19.0
3245,6.0
3246,13.0
3248,21.0
3249,26.0
3250,8.0
3252,61.0
3253,53.0
3254,91.0
3256,54.0
3258,1.0
3260,168.0
3262,46.0
3264,108.0
3266,5.0
3268,202.0
3270,33.0
3271,42.0
3272,18.0
3273,24.0
3274,22.0
3275,26.0
3282,71.0
3284,2.0
3285,81.0
3290,44.0
3291,17.0
3292,45.0
3293,71.0
3294,26.0
3295,4.0
3297,14.0
3298,16.0
3299,63.0
3300,25.0
3301,25.0
3302,5.0
3303,18.0
3304,17.0
3306,18.0
3307,10.0
3308,11.0
3309,19.0
3310,17.0
3311,10.0
3312,11.0
3313,14.0
3314,14.0
3315,20.0
3316,10.0
3317,46.0
3319,5.0
3321,13.0
3322,15.0
3323,19.0
3324,28.0
3325,34.0
3326,57.0
3327,33.0
3329,31.0
3330,65.0
3331,30.0
3332,48.0
3334,16.0
3335,17.0
3336,16.0
3337,7.0
3338,46.0
3340,16.0
3341,41.0
3343,31.0
3344,49.0
3345,41.0
3346,39.0
3347,21.0
3350,119.0
3351,55.0
3354,9.0
3355,5.0
3356,21.0
3357,18.0
3358,25.0
3359,45.0
3360,18.0
3361,11.0
3364,29.0
3365,13.0
3367,109.0
3368,34.0
3369,16.0
3370,20.0
3371,8.0
3374,126.0
3375,31.0
3376,1.0
3379,31.0
3380,59.0
3381,29.0
3382,61.0
3386,12.0
3387,7.0
3388,12.0
3389,10.0
3390,14.0
3391,4.0
3392,17.0
3394,34.0
3395,22.0
3396,10.0
3397,18.0
3398,8.0
3400,28.0
3404,93.0
3406,36.0
3409,103.0
3410,63.0
3412,22.0
3413,27.0
3414,4.0
3415,12.0
3417,5.0
3418,6.0
3419,21.0
3422,39.0
3423,31.0
3424,27.0
3426,87.0
3429,70.0
3430,12.0
3431,25.0
3433,23.0
3435,11.0
3439,125.0
3441,30.0
3442,96.0
3443,23.0
3444,43.0
3446,62.0
3447,33.0
3448,12.0
3449,23.0
3450,22.0
3451,17.0
3452,26.0
3454,7.0
3457,34.0
3458,60.0
3459,40.0
3460,50.0
3462,80.0
3463,32.0
3465,61.0
3466,3.0
3467,79.0
3468,10.0
3470,35.0
3473,174.0
3476,154.0
3482,36.0
3483,26.0
3485,27.0
3486,21.0
3488,7.0
3490,55.0
3491,25.0
3492,13.0
3493,39.0
3494,21.0
3495,24.0
3496,6.0
3499,100.0
3500,37.0
3502,30.0
3503,28.0
3504,30.0
3505,30.0
3506,30.0
3507,2.0
3509,140.0
3511,190.0
3513,22.0
3514,26.0
3515,45.0
3516,13.0
3517,28.0
3518,34.0
3519,25.0
3524,23.0
3525,18.0
3526,16.0
3527,45.0
3528,7.0
3530,66.0
3531,7.0
3532,3.0
3536,4.0
3539,31.0
3541,14.0
3542,19.0
3543,6.0
3545,22.0
3546,26.0
3547,21.0
3548,10.0
3549,20.0
3550,20.0
3551,7.0
3552,15.0
3553,11.0
3554,13.0
3556,29.0
3557,28.0
3558,35.0
3559,34.0
3561,35.0
3562,35.0
3563,80.0
3564,13.0
3566,13.0
3567,48.0
3568,31.0
3569,22.0
3570,12.0
3571,27.0
3574,17.0
3575,22.0
3576,29.0
3577,21.0
3578,26.0
3579,26.0
3581,13.0
3582,43.0
3583,57.0
3584,18.0
3585,4.0
3586,32.0
3587,33.0
3589,91.0
3590,63.0
3593,137.0
3595,23.0
3596,51.0
3597,69.0
3598,50.0
3600,77.0
3601,62.0
3602,35.0
3604,1.0
3606,14.0
3607,8.0
3608,3.0
3609,63.0
3610,44.0
3611,23.0
3612,20.0
3613,31.0
3615,21.0
3616,46.0
3619,7.0
3621,73.0
3623,46.0
3626,49.0
3627,63.0
3629,25.0
3630,29.0
3631,8.0
3632,56.0
3633,20.0
3634,38.0
3637,88.0
3639,23.0
3641,96.0
3642,39.0
3644,25.0
3646,34.0
3647,106.0
3650,55.0
3651,43.0
3652,30.0
3653,12.0
3654,7.0
3655,41.0
3656,11.0
3659,22.0
3660,26.0
3661,10.0
3662,29.0
3663,39.0
3665,23.0
3666,29.0
3669,189.0
3672,22.0
3673,52.0
3674,18.0
3675,21.0
3676,52.0
3677,14.0
3678,23.0
3680,14.0
3681,13.0
3682,7.0
3684,11.0
3685,114.0
3686,17.0
3687,1.0
3692,31.0
3693,28.0
3694,34.0
3695,77.0
3696,23.0
3697,8.0
3700,56.0
3701,30.0
3702,68.0
3704,196.0
3706,26.0
3707,33.0
3708,1.0
3709,3.0
3712,35.0
3713,22.0
3714,28.0
3715,22.0
3716,22.0
3717,25.0
3718,18.0
3719,21.0
3721,25.0
3722,23.0
3723,41.0
3725,148.0
3727,20.0
3728,45.0
3730,30.0
3731,10.0
3732,155.0
3733,6.0
3736,17.0
3737,53.0
3738,44.0
3739,21.0
3740,14.0
3741,30.0
3742,20.0
3744,186.0
3748,29.0
3749,23.0
3750,28.0
3751,18.0
3752,50.0
3753,2.0
3754,56.0
3761,57.0
3762,33.0
3765,108.0
3766,5.0
3768,102.0
3769,104.0
3771,38.0
3772,52.0
3773,30.0
3774,50.0
3775,38.0
3778,28.0
3781,151.0
3787,67.0
3788,88.0
3790,2.0
3791,28.0
3793,29.0
3795,57.0
3796,32.0
3799,32.0
3802,28.0
3803,56.0
3805,31.0
3807,27.0
3808,31.0
3809,29.0
3811,31.0
3812,30.0
3814,21.0
3815,18.0
3816,57.0
3817,60.0
3818,48.0
3820,90.0
3822,2.0
3823,35.0
3824,21.0
3825,19.0
3827,18.0
3828,10.0
3829,24.0
3830,33.0
3831,5.0
3832,28.0
3835,25.0
3836,36.0
3837,19.0
3838,55.0
3840,30.0
3842,26.0
3845,58.0
3846,54.0
3847,8.0
3848,49.0
3849,35.0
3852,32.0
3853,31.0
3854,20.0
3855,55.0
3856,36.0
3857,25.0
3861,15.0
3863,28.0
3864,10.0
3865,95.0
3866,2.0
3867,15.0
3868,13.0
3869,30.0
3872,210.0
3874,70.0
3877,28.0
3878,28.0
3879,17.0
3880,15.0
3881,38.0
3882,23.0
3883,23.0
3884,22.0
3886,60.0
3887,50.0
3889,21.0
3891,29.0
3892,23.0
3894,113.0
3895,15.0
3897,165.0
3902,61.0
3904,17.0
3905,15.0
3907,10.0
3908,14.0
3909,24.0
3910,13.0
3911,17.0
3912,11.0
3915,68.0
3917,17.0
3918,80.0
3919,86.0
3920,17.0
3923,95.0
3924,60.0
3927,58.0
3929,35.0
3930,47.0
3931,39.0
3933,94.0
3935,30.0
3936,33.0
3937,122.0
3939,21.0
3941,35.0
3942,68.0
3943,31.0
3944,28.0
3947,57.0
3949,10.0
3950,25.0
3951,17.0
3952,6.0
3953,8.0
3954,11.0
3955,10.0
3956,14.0
3957,15.0
3958,9.0
3959,21.0
3960,29.0
3962,40.0
3963,5.0
3964,12.0
3965,13.0
3966,27.0
3967,9.0
3968,1.0
3969,15.0
3970,7.0
3971,15.0
3972,1.0
3973,19.0
3974,29.0
3976,14.0
3977,26.0
3978,40.0
3979,11.0
3980,88.0
3983,30.0
3985,28.0
3986,32.0
3987,30.0
3988,34.0
3990,137.0
3993,13.0
3994,11.0
3996,22.0
3997,87.0
3999,34.0
4000,39.0
4001,41.0
4002,55.0
4004,123.0
4007,84.0
4008,78.0
4009,14.0
4010,10.0
4012,24.0
4013,17.0
4014,48.0
4015,14.0
4016,21.0
4017,29.0
4018,19.0
4019,20.0
4022,15.0
4023,33.0
4024,91.0
4026,31.0
4028,78.0
4030,70.0
4031,42.0
4033,23.0
4034,42.0
4035,40.0
4036,46.0
4037,42.0
4040,21.0
4041,42.0
4042,25.0
4043,53.0
4045,19.0
4046,9.0
4048,29.0
4051,35.0
4052,59.0
4053,42.0
4054,23.0
4055,17.0
4056,14.0
4060,98.0
4064,77.0
4066,30.0
4067,38.0
4068,14.0
4069,13.0
4070,16.0
4072,113.0
4074,11.0
4075,19.0
4076,20.0
4077,7.0
4079,13.0
4080,10.0
4081,6.0
4082,10.0
4083,61.0
4085,38.0
4086,79.0
4088,30.0
4089,85.0
4091,41.0
4093,29.0
4094,12.0
4095,7.0
4096,2.0
4097,15.0
4098,8.0
4099,25.0
4100,8.0
4101,20.0
4103,9.0
4105,30.0
4106,1.0
4107,41.0
4109,22.0
4110,31.0
4111,16.0
4112,24.0
4113,17.0
4114,33.0
4115,50.0
4117,122.0
4119,90.0
4120,31.0
4122,42.0
4125,27.0
4126,9.0
4127,41.0
4128,46.0
4129,49.0
4130,24.0
4132,23.0
4133,6.0
4134,18.0
4135,10.0
4136,14.0
4137,30.0
4140,15.0
4141,13.0
4142,22.0
4143,8.0
4144,16.0
4145,14.0
4146,12.0
4149,31.0
4150,18.0
4151,8.0
4152,20.0
4153,7.0
4154,24.0
4155,51.0
4157,31.0
4160,41.0
4161,148.0
4164,73.0
4165,55.0
4167,35.0
4168,21.0
4169,35.0
4170,39.0
4171,38.0
4172,19.0
4178,65.0
4180,59.0
4182,23.0
4183,133.0
4185,39.0
4186,36.0
4189,32.0
4190,35.0
4192,20.0
4193,39.0
4194,10.0
4195,28.0
4196,35.0
4197,17.0
4198,15.0
4201,24.0
4202,4.0
4203,20.0
4204,8.0
4205,36.0
4206,14.0
4208,10.0
4210,32.0
4211,11.0
4213,22.0
4214,14.0
4215,2.0
4217,21.0
4218,13.0
4219,22.0
4220,11.0
4221,15.0
4222,6.0
4223,16.0
4224,43.0
4225,31.0
4226,27.0
4228,21.0
4229,28.0
4230,15.0
4231,31.0
4232,19.0
4233,53.0
4236,33.0
4238,42.0
4239,8.0
4240,18.0
4241,49.0
4242,20.0
4243,34.0
4246,36.0
4248,89.0
4249,65.0
4251,185.0
4253,53.0
4254,96.0
4255,32.0
4256,15.0
4257,3.0
4261,51.0
4262,42.0
4264,19.0
4265,28.0
4266,39.0
4268,33.0
4269,52.0
4270,70.0
4271,24.0
4273,40.0
4274,121.0
4275,1.0
4276,40.0
4277,5.0
4279,20.0
4281,17.0
4282,139.0
4283,29.0
4284,8.0
4285,13.0
4287,107.0
4288,1.0
4289,65.0
4290,24.0
4293,20.0
4294,24.0
4295,18.0
4298,11.0
4299,15.0
4300,13.0
4301,15.0
4302,15.0
4303,20.0
4304,3.0
4305,14.0
4306,19.0
4307,16.0
4310,17.0
4311,13.0
4312,38.0
4313,20.0
4315,22.0
4316,17.0
4317,11.0
4318,37.0
4319,27.0
4320,1.0
4322,139.0
4323,18.0
4324,4.0
4326,20.0
4328,55.0
4329,6.0
4330,31.0
4332,23.0
4333,70.0
4334,61.0
4335,46.0
4336,1.0
4338,19.0
4339,36.0
4340,36.0
4341,36.0
4342,29.0
4343,41.0
4346,36.0
4347,23.0
4348,31.0
4350,20.0
4351,74.0
4352,43.0
4353,64.0
4355,6.0
4356,15.0
4357,35.0
4358,14.0
4360,14.0
4361,13.0
4362,38.0
4363,37.0
4364,21.0
4369,175.0
4371,23.0
4372,80.0
4374,72.0
4375,27.0
4379,6.0
4380,42.0
4381,27.0
4382,18.0
4383,26.0
4385,32.0
4386,105.0
4387,32.0
4390,12.0
4391,29.0
4392,36.0
4393,7.0
4394,19.0
4395,7.0
4396,2.0
4397,19.0
4399,20.0
4403,25.0
4404,22.0
4407,22.0
4409,31.0
4411,156.0
4414,11.0
4415,15.0
4416,27.0
4417,13.0
4418,29.0
4419,18.0
4420,18.0
4421,14.0
4422,17.0
4423,22.0
4424,18.0
4426,129.0
4427,24.0
4432,90.0
4434,67.0
4436,8.0
4437,23.0
4438,25.0
4439,17.0
4440,4.0
4441,59.0
4442,6.0
4443,24.0
4444,18.0
4445,13.0
4447,59.0
4449,18.0
4450,13.0
4451,25.0
4452,12.0
4453,15.0
4454,67.0
4455,27.0
4457,157.0
4458,41.0
4461,107.0
4463,52.0
4464,34.0
4465,34.0
4466,59.0
4468,109.0
4470,25.0
4471,37.0
4472,120.0
4475,210.0
4477,27.0
4478,127.0
4479,24.0
4480,24.0
4482,10.0
4483,11.0
4484,1.0
4485,13.0
4486,29.0
4487,63.0
4492,164.0
4495,33.0
4497,31.0
4498,60.0
4500,11.0
4502,32.0
4503,21.0
4504,30.0
4505,31.0
4506,40.0
4507,26.0
4510,58.0
4512,35.0
4513,54.0
4514,60.0
4515,20.0
4516,20.0
4518,21.0
4519,26.0
4520,15.0
4521,26.0
4522,16.0
4523,13.0
4525,31.0
4526,36.0
4529,2.0
4530,85.0
4532,25.0
4533,30.0
4534,15.0
4536,31.0
4537,38.0
4538,18.0
4540,124.0
4541,11.0
4542,19.0
4547,82.0
4549,180.0
4551,58.0
4553,36.0
4554,11.0
4555,19.0
4556,21.0
4557,12.0
4558,21.0
4559,14.0
4562,191.0
4564,156.0
4568,10.0
4569,18.0
4570,10.0
4571,28.0
4572,20.0
4573,21.0
4574,15.0
4576,97.0
4577,92.0
4580,148.0
4583,11.0
4584,11.0
4585,16.0
4586,18.0
4587,15.0
4588,14.0
4589,14.0
4590,13.0
4591,12.0
4592,14.0
4593,15.0
4594,15.0
4595,14.0
4596,18.0
4598,23.0
4599,35.0
4600,31.0
4601,23.0
4602,37.0
4604,3.0
4605,4.0
4606,6.0
4608,4.0
4609,22.0
4610,8.0
4611,1.0
4613,50.0
4614,39.0
4616,47.0
4618,8.0
4620,7.0
4621,20.0
4622,31.0
4623,31.0
4624,36.0
4625,16.0
4626,20.0
4627,28.0
4630,28.0
4631,79.0
4632,6.0
4633,30.0
4634,10.0
4635,19.0
4639,23.0
4640,158.0
4642,141.0
4644,27.0
4645,23.0
4646,45.0
4647,59.0
4649,118.0
4651,57.0
4652,55.0
4653,47.0
4654,49.0
4659,22.0
4660,16.0
4661,1.0
4662,15.0
4663,5.0
4664,5.0
4665,8.0
4666,13.0
4667,12.0
4668,12.0
4669,15.0
4670,13.0
4671,8.0
4672,29.0
4673,28.0
4675,6.0
4676,42.0
4677,23.0
4678,43.0
4679,46.0
4681,29.0
4682,11.0
4683,48.0
4684,13.0
4685,82.0
4686,25.0
4688,49.0
4689,38.0
4690,19.0
4691,1.0
4692,12.0
4693,19.0
4694,4.0
4695,36.0
4696,8.0
4700,128.0
4701,26.0
4703,202.0
4706,20.0
4707,40.0
4708,26.0
4710,5.0
4711,13.0
4712,10.0
4713,8.0
4714,13.0
4715,4.0
4718,30.0
4719,12.0
4720,12.0
4721,21.0
4722,17.0
4723,17.0
4724,11.0
4725,12.0
4726,7.0
4727,10.0
4729,198.0
4731,48.0
4732,63.0
4733,30.0
4734,50.0
4737,92.0
4738,28.0
4741,205.0
4743,60.0
4744,31.0
4745,31.0
4747,8.0
4748,20.0
4749,17.0
4751,55.0
4752,35.0
4753,8.0
4754,18.0
4755,25.0
4756,31.0
4758,155.0
4760,68.0
4761,25.0
4762,19.0
4763,46.0
4764,22.0
4765,17.0
4767,40.0
4768,145.0
4771,21.0
4772,25.0
4773,24.0
4774,82.0
4776,1.0
4777,12.0
4778,16.0
4779,4.0
4780,24.0
4781,23.0
4782,3.0
4783,18.0
4784,13.0
4785,10.0
4786,13.0
4787,7.0
4788,12.0
4789,42.0
4793,85.0
4794,57.0
4795,24.0
4797,61.0
4799,51.0
4801,11.0
4802,16.0
4803,9.0
4804,11.0
4805,27.0
4806,20.0
4808,6.0
4809,32.0
4812,13.0
4814,32.0
4815,16.0
4817,15.0
4820,23.0
4821,14.0
4822,24.0
4823,19.0
4824,6.0
4825,22.0
4828,12.0
4829,10.0
4830,25.0
4831,27.0
4832,15.0
4833,17.0
4834,14.0
4835,23.0
4837,13.0
4838,24.0
4839,17.0
4841,21.0
4842,40.0
4843,3.0
4844,99.0
4847,84.0
4848,55.0
4850,13.0
4851,18.0
4852,13.0
4853,58.0
4854,3.0
4855,51.0
4858,183.0
4859,3.0
4861,23.0
4864,64.0
4865,64.0
4866,37.0
4867,33.0
4869,156.0
4871,136.0
4872,13.0
4873,40.0
4877,63.0
4879,18.0
4880,11.0
4881,28.0
4882,36.0
4883,25.0
4884,33.0
4885,28.0
4886,16.0
4888,86.0
4889,69.0
4891,21.0
4892,14.0
4893,29.0
4895,38.0
4896,15.0
4897,12.0
4898,14.0
4899,14.0
4900,14.0
4901,14.0
4902,14.0
4904,2.0
4905,20.0
4906,26.0
4907,14.0
4908,14.0
4909,9.0
4910,23.0
4911,8.0
4912,21.0
4914,37.0
4915,8.0
4916,18.0
4918,33.0
4919,25.0
4920,7.0
4921,9.0
4923,40.0
4924,73.0
4925,55.0
4927,57.0
4928,101.0
4931,34.0
4933,123.0
4934,14.0
4936,39.0
4937,9.0
4939,117.0
4940,37.0
4942,1.0
4943,8.0
4945,20.0
4946,12.0
4949,83.0
4951,30.0
4952,29.0
4953,56.0
4954,9.0
4955,29.0
4957,13.0
4958,22.0
4959,29.0
4960,33.0
4961,63.0
4962,30.0
4964,18.0
4965,23.0
4966,25.0
4967,23.0
4968,34.0
4969,20.0
4970,20.0
4971,18.0
4972,10.0
4974,15.0
4975,24.0
4976,8.0
4977,17.0
4978,29.0
4982,31.0
4984,48.0
4987,93.0
4989,51.0
4994,16.0
4996,43.0
4997,15.0
4998,19.0
4999,18.0
5000,39.0
5001,39.0
5003,67.0
5005,27.0
5006,56.0
5009,20.0
5010,27.0
5011,84.0
5012,48.0
5016,9.0
5017,2.0
5018,18.0
5019,28.0
5020,69.0
5021,17.0
5022,8.0
5023,17.0
5024,10.0
5026,54.0
5027,20.0
5029,14.0
5030,13.0
5031,51.0
5033,28.0
5038,134.0
5039,32.0
5041,3.0
5042,57.0
5043,71.0
5045,19.0
5046,38.0
5047,71.0
5048,53.0
5049,9.0
5051,7.0
5052,113.0
5054,55.0
5055,28.0
5056,43.0
5057,41.0
5059,208.0
5061,179.0
5063,63.0
5064,3.0
5065,24.0
5067,30.0
5068,29.0
5069,7.0
5070,55.0
5071,17.0
5072,28.0
5073,17.0
5075,6.0
5076,15.0
5078,16.0
5079,52.0
5080,29.0
5081,39.0
5082,29.0
5085,31.0
5087,29.0
5088,17.0
5089,16.0
5092,20.0
5094,32.0
5095,20.0
5097,111.0
5100,65.0
5101,19.0
5102,60.0
5104,84.0
5105,36.0
5106,21.0
5107,21.0
5108,33.0
5110,57.0
5111,56.0
5112,23.0
5113,30.0
5115,14.0
5116,14.0
5117,10.0
5119,191.0
5121,41.0
5122,32.0
5123,32.0
5124,30.0
5125,23.0
5126,17.0
5128,14.0
5129,37.0
5130,24.0
5131,44.0
5132,27.0
5133,10.0
5135,75.0
5136,19.0
5137,51.0
5138,57.0
5140,32.0
5141,48.0
5142,50.0
5143,19.0
5144,3.0
5145,37.0
5147,28.0
5150,57.0
5153,10.0
5154,87.0
5156,97.0
5158,50.0
5159,31.0
5160,2.0
5162,30.0
5163,59.0
5165,20.0
5166,37.0
5168,18.0
5169,87.0
5170,72.0
5171,27.0
5172,1.0
5176,37.0
5177,20.0
5178,34.0
5179,26.0
5180,49.0
5181,32.0
5183,13.0
5184,2.0
5185,92.0
5187,65.0
5188,27.0
5189,20.0
5190,21.0
5191,70.0
5193,49.0
5194,76.0
5196,13.0
5197,1.0
5199,15.0
5201,45.0
5203,25.0
5204,15.0
5205,28.0
5206,24.0
5207,15.0
5208,9.0
5209,19.0
5210,16.0
5212,21.0
5213,5.0
5214,21.0
5215,22.0
5216,22.0
5217,18.0
5218,19.0
5219,3.0
5221,30.0
5222,24.0
5225,49.0
5226,10.0
5227,64.0
5228,73.0
5231,94.0
5232,48.0
5234,156.0
5236,58.0
5237,80.0
5239,201.0
5241,36.0
5244,28.0
5247,24.0
5248,2.0
5249,21.0
5250,66.0
5251,20.0
5255,169.0
5257,192.0
5260,26.0
5261,2.0
5262,37.0
5264,29.0
5265,60.0
5266,50.0
5268,1.0
5269,10.0
5270,3.0
5271,16.0
5272,3.0
5273,34.0
5275,2.0
5276,17.0
5277,21.0
5278,8.0
5279,16.0
5280,26.0
5281,2.0
5283,80.0
5284,93.0
5286,34.0
5287,10.0
5288,23.0
5289,9.0
5290,4.0
5291,23.0
5292,20.0
5293,10.0
5294,16.0
5295,21.0
5298,23.0
5299,29.0
5300,11.0
5301,64.0
5303,135.0
5304,17.0
5306,175.0
5308,15.0
5309,13.0
5310,27.0
5311,17.0
5312,3.0
5313,7.0
5314,19.0
5315,19.0
5316,17.0
5317,12.0
5318,12.0
5319,16.0
5320,16.0
5324,69.0
5325,43.0
5326,9.0
5327,14.0
5328,35.0
5329,1.0
5330,22.0
5333,13.0
5337,14.0
5338,36.0
5339,2.0
5340,26.0
5341,45.0
5342,17.0
5343,1.0
5344,26.0
5347,5.0
5349,10.0
5350,153.0
5353,51.0
5354,32.0
5355,37.0
5356,21.0
5357,25.0
5358,26.0
5361,78.0
5362,33.0
5364,13.0
5366,45.0
5367,85.0
5370,75.0
5372,14.0
5374,98.0
5375,41.0
5377,22.0
5378,10.0
5379,8.0
5380,15.0
5382,7.0
5383,19.0
5384,18.0
5385,40.0
5390,29.0
5391,29.0
5392,6.0
5393,13.0
5394,12.0
5395,15.0
5397,23.0
5399,156.0
5400,11.0
5401,22.0
5402,15.0
5404,26.0
5406,8.0
5407,14.0
5408,12.0
5409,20.0
5410,9.0
5411,8.0
5412,15.0
5413,3.0
5415,156.0
5417,92.0
5418,20.0
5421,33.0
5423,62.0
5424,30.0
5425,35.0
5426,25.0
5431,47.0
5435,49.0
5436,50.0
5438,19.0
5439,89.0
5442,12.0
5444,12.0
5445,19.0
5453,31.0
5455,28.0
5456,11.0
5457,12.0
5458,5.0
5459,20.0
5460,12.0
5462,2.0
5463,12.0
5464,6.0
5465,16.0
5469,22.0
5470,75.0
5471,94.0
5474,33.0
5475,135.0
5479,52.0
5481,39.0
5482,30.0
5484,33.0
5490,1.0
5491,10.0
5492,23.0
5493,11.0
5494,6.0
5495,13.0
5496,14.0
5497,16.0
5498,7.0
5499,18.0
5502,50.0
5507,63.0
5508,72.0
5509,20.0
5511,53.0
5512,44.0
5513,91.0
5515,14.0
5516,12.0
5517,23.0
5518,13.0
5519,10.0
5520,13.0
5521,9.0
5523,15.0
5524,17.0
5525,23.0
5526,2.0
5527,29.0
5528,5.0
5531,11.0
5532,27.0
5533,22.0
5534,23.0
5535,22.0
5536,32.0
5537,27.0
5538,4.0
5539,15.0
5540,16.0
5542,14.0
5543,14.0
5544,25.0
5545,15.0
5546,17.0
5547,49.0
5548,5.0
5549,47.0
5551,75.0
5553,23.0
5554,182.0
5556,24.0
5557,25.0
5558,7.0
5559,33.0
5560,23.0
5561,18.0
5562,56.0
5564,40.0
5565,16.0
5566,37.0
5567,17.0
5568,24.0
5569,5.0
5571,10.0
5572,11.0
5573,18.0
5574,21.0
5577,121.0
5578,5.0
5580,7.0
5581,78.0
5582,17.0
5583,45.0
5584,50.0
5587,57.0
5588,1.0
5589,28.0
5590,9.0
5593,1.0
5594,23.0
5596,26.0
5597,25.0
5598,13.0
5599,27.0
5600,75.0
5602,31.0
5605,7.0
5606,16.0
5609,31.0
5610,28.0
5611,12.0
5612,38.0
5613,29.0
5615,24.0
5616,23.0
5620,59.0
5622,37.0
5623,17.0
5624,40.0
5626,172.0
5628,156.0
5629,2.0
5631,5.0
5632,35.0
5633,2.0
5640,7.0
5641,9.0
5642,4.0
5643,12.0
5644,6.0
5645,16.0
5647,14.0
5648,8.0
5649,12.0
5651,18.0
5652,31.0
5653,18.0
5654,12.0
5655,4.0
5656,14.0
5657,10.0
5660,6.0
5661,44.0
5662,1.0
5663,6.0
5665,23.0
5666,36.0
5668,38.0
5669,27.0
5670,42.0
5671,24.0
5672,42.0
5674,32.0
5675,80.0
5676,36.0
5678,155.0
5682,37.0
5683,38.0
5684,28.0
5685,45.0
5686,43.0
5688,3.0
5691,77.0
5692,26.0
5694,59.0
5695,16.0
5698,35.0
5700,35.0
5701,27.0
5702,28.0
5703,36.0
5705,12.0
5706,9.0
5707,14.0
5708,19.0
5709,15.0
5710,6.0
5711,20.0
5712,12.0
5714,9.0
5715,16.0
5716,18.0
5717,27.0
5718,12.0
5720,140.0
5721,21.0
5722,27.0
5723,12.0
5725,30.0
5726,27.0
5727,62.0
5728,30.0
5729,29.0
5732,19.0
5733,14.0
5734,39.0
5737,14.0
5740,48.0
5741,31.0
5742,40.0
5743,25.0
5747,144.0
5748,12.0
5750,83.0
5752,41.0
5753,83.0
5754,79.0
5756,77.0
5757,35.0
5758,47.0
5760,192.0
5763,20.0
5764,29.0
5765,25.0
5766,108.0
5767,26.0
5769,13.0
5770,7.0
5771,10.0
5772,17.0
5773,22.0
5774,36.0
5776,45.0
5777,38.0
5779,11.0
5780,15.0
5782,36.0
5783,26.0
5784,9.0
5785,19.0
5786,17.0
5787,20.0
5791,11.0
5792,2.0
5793,46.0
5795,20.0
5796,47.0
5797,45.0
5798,17.0
5800,2.0
5801,11.0
5802,23.0
5803,28.0
5804,26.0
5805,15.0
5806,34.0
5807,18.0
5808,20.0
5809,26.0
5811,10.0
5812,13.0
5813,6.0
5814,28.0
5815,28.0
5816,2.0
5817,30.0
5818,21.0
5819,16.0
5820,28.0
5823,58.0
5825,49.0
5827,28.0
5828,17.0
5830,10.0
5831,24.0
5832,17.0
5834,4.0
5836,73.0
5839,26.0
5840,65.0
5841,55.0
5842,7.0
5843,45.0
5845,134.0
5848,17.0
5849,6.0
5850,9.0
5851,14.0
5852,22.0
5854,15.0
5856,1.0
5857,18.0
5858,22.0
5860,9.0
5861,30.0
5862,63.0
5863,47.0
5864,17.0
5866,29.0
5867,50.0
5868,43.0
5869,23.0
5870,38.0
5872,32.0
5874,34.0
5875,22.0
5877,35.0
5878,32.0
5879,35.0
5882,10.0
5884,134.0
5885,32.0
5886,1.0
5889,38.0
5890,125.0
5891,13.0
5893,19.0
5894,31.0
5895,11.0
5896,29.0
5897,49.0
5898,2.0
5899,23.0
5900,9.0
5902,3.0
5903,29.0
5904,1.0
5905,25.0
5906,36.0
5907,14.0
5908,25.0
5909,1.0
5910,26.0
5911,19.0
5912,22.0
5914,34.0
5915,86.0
5916,25.0
5917,11.0
5918,52.0
5920,46.0
5921,10.0
5923,10.0
5924,34.0
5925,16.0
5926,22.0
5927,25.0
5928,43.0
5930,35.0
5931,23.0
5932,28.0
5933,31.0
5934,48.0
5937,29.0
5940,28.0
5941,56.0
5942,60.0
5943,47.0
5945,196.0
5947,153.0
5949,155.0
5951,81.0
5952,27.0
5954,56.0
5956,47.0
5957,46.0
5958,46.0
5960,19.0
5962,179.0
5964,208.0
5966,87.0
5967,23.0
5968,44.0
5969,34.0
5970,10.0
5972,156.0
5975,8.0
5976,2.0
5977,125.0
5978,3.0
5984,60.0
5985,10.0
5986,69.0
5987,45.0
5989,27.0
5991,155.0
5994,35.0
