dcateCd,scateCd,mcateCd,lcateCd,moreT2TimesOrderUserCnt,totalOrderUserCnt,rcp,,,
4103631,3100642,2100106,1100026,221,717,0.308228731,,,
4103632,3100642,2100106,1100026,200,2599,0.076952674,,,
4103633,3100642,2100106,1100026,55,322,0.170807453,,,
4103634,3100643,2100107,1100019,11,108,0.101851852,,,
4103635,3100643,2100107,1100019,0,67,0,,,
4103636,3100643,2100107,1100019,71,902,0.078713969,,,
4103637,3100643,2100107,1100019,142,1776,0.079954955,,,
4103638,3100643,2100107,1100019,53,963,0.055036345,,,
4103639,3100644,2100107,1100019,5,181,0.027624309,,,
4103640,3100644,2100107,1100019,221,2187,0.101051669,,,
4103641,3100644,2100107,1100019,19,249,0.076305221,,,
4103642,3100644,2100107,1100019,297,4895,0.060674157,,,
4103643,3100644,2100107,1100019,4,263,0.015209125,,,
4103644,3100644,2100107,1100019,23,601,0.038269551,,,
4103645,3100644,2100107,1100019,215,2129,0.100986379,,,
4103646,3100645,2100107,1100019,644,6845,0.094083272,,,
4103647,3100645,2100107,1100019,35,487,0.071868583,,,
4103648,3100645,2100107,1100019,141,1192,0.118288591,,,
4103649,3100645,2100107,1100019,48,918,0.052287582,,,
4103650,3100645,2100107,1100019,82,1825,0.044931507,,,
4103651,3100645,2100107,1100019,1079,10623,0.101572061,,,
4103652,3100646,2100107,1100019,1,75,0.013333333,,,
4103653,3100646,2100107,1100019,51,252,0.202380952,,,
4103654,3100646,2100107,1100019,0,26,0,,,
4103655,3100646,2100107,1100019,53,1682,0.031510107,,,
4103656,3100646,2100107,1100019,35,718,0.048746518,,,
4103657,3100646,2100107,1100019,27,420,0.064285714,,,
4103658,3100646,2100107,1100019,84,478,0.175732218,,,
4103659,3100646,2100107,1100019,23,349,0.065902579,,,
4103660,3100646,2100107,1100019,58,768,0.075520833,,,
4103661,3100646,2100107,1100019,199,2655,0.074952919,,,
4103662,3100646,2100107,1100019,17,395,0.043037975,,,
4103663,3100646,2100107,1100019,24,639,0.037558685,,,
4103664,3100646,2100107,1100019,13,595,0.021848739,,,
4103665,3100647,2100108,1100019,10,320,0.03125,,,
4103666,3100647,2100108,1100019,2,83,0.024096386,,,
4103667,3100647,2100108,1100019,4,394,0.010152284,,,
4103668,3100648,2100108,1100019,16,107,0.14953271,,,
4103669,3100648,2100108,1100019,105,1614,0.065055762,,,
4103670,3100648,2100108,1100019,61,893,0.068309071,,,
4103671,3100648,2100108,1100019,20,621,0.032206119,,,
4103672,3100648,2100108,1100019,11,203,0.054187192,,,
4103673,3100648,2100108,1100019,235,2305,0.101952278,,,
4103674,3100648,2100108,1100019,61,471,0.129511677,,,
4103675,3100648,2100108,1100019,27,475,0.056842105,,,
4103676,3100649,2100108,1100019,2,49,0.040816327,,,
4103677,3100649,2100108,1100019,65,1868,0.034796574,,,
4103678,3100649,2100108,1100019,16,324,0.049382716,,,
4103679,3100649,2100108,1100019,3,70,0.042857143,,,
4103680,3100649,2100108,1100019,68,471,0.144373673,,,
4103681,3100649,2100108,1100019,9,372,0.024193548,,,
4103682,3100649,2100108,1100019,25,677,0.036927622,,,
4103683,3100650,2100108,1100019,17,388,0.043814433,,,
4103684,3100650,2100108,1100019,74,2160,0.034259259,,,
4103685,3100650,2100108,1100019,4,47,0.085106383,,,
4103686,3100650,2100108,1100019,22,315,0.06984127,,,
4103687,3100651,2100108,1100019,136,1342,0.101341282,,,
4103688,3100651,2100108,1100019,30,785,0.038216561,,,
4103689,3100651,2100108,1100019,22,351,0.062678063,,,
4103690,3100651,2100108,1100019,38,619,0.061389338,,,
4103691,3100651,2100108,1100019,423,3112,0.13592545,,,
4103692,3100651,2100108,1100019,1,33,0.03030303,,,
4103693,3100651,2100108,1100019,294,3612,0.081395349,,,
4103694,3100652,2100108,1100019,24,465,0.051612903,,,
4103695,3100652,2100108,1100019,27,309,0.087378641,,,
4103696,3100652,2100108,1100019,354,3876,0.091331269,,,
4103697,3100652,2100108,1100019,311,3137,0.099139305,,,
4103698,3100652,2100108,1100019,28,751,0.037283622,,,
4103699,3100653,2100109,1100019,25,563,0.044404973,,,
4103700,3100653,2100109,1100019,16,417,0.038369305,,,
4103701,3100653,2100109,1100019,4,118,0.033898305,,,
4103702,3100653,2100109,1100019,5,46,0.108695652,,,
4103703,3100654,2100109,1100019,46,723,0.06362379,,,
4103704,3100654,2100109,1100019,136,2302,0.059079062,,,
4103705,3100654,2100109,1100019,41,601,0.068219634,,,
4103706,3100654,2100109,1100019,92,1197,0.076858814,,,
4103707,3100654,2100109,1100019,114,867,0.131487889,,,
4103708,3100654,2100109,1100019,27,255,0.105882353,,,
4103709,3100654,2100109,1100019,41,751,0.054593875,,,
4103710,3100654,2100109,1100019,79,612,0.129084967,,,
4103711,3100654,2100109,1100019,46,789,0.058301648,,,
4103712,3100654,2100109,1100019,60,1406,0.042674253,,,
4103713,3100654,2100109,1100019,36,785,0.045859873,,,
4103714,3100655,2100109,1100019,1,39,0.025641026,,,
4103715,3100655,2100109,1100019,45,1041,0.043227666,,,
4103716,3100655,2100109,1100019,12,230,0.052173913,,,
4103717,3100655,2100109,1100019,49,703,0.06970128,,,
4103718,3100656,2100109,1100019,40,703,0.056899004,,,
4103719,3100656,2100109,1100019,4,123,0.032520325,,,
4103720,3100656,2100109,1100019,601,5809,0.103460148,,,
4103721,3100656,2100109,1100019,220,3736,0.05888651,,,
4103722,3100657,2100109,1100019,4,170,0.023529412,,,
4103723,3100657,2100109,1100019,33,532,0.062030075,,,
4103724,3100657,2100109,1100019,18,256,0.0703125,,,
4103725,3100657,2100109,1100019,4,83,0.048192771,,,
4103726,3100658,2100110,1100019,158,1405,0.112455516,,,
4103727,3100658,2100110,1100019,57,444,0.128378378,,,
4103728,3100658,2100110,1100019,114,591,0.192893401,,,
4103729,3100658,2100110,1100019,21,339,0.061946903,,,
4103730,3100658,2100110,1100019,30,279,0.107526882,,,
4103731,3100659,2100110,1100019,763,5300,0.143962264,,,
4103732,3100659,2100110,1100019,92,650,0.141538462,,,
4103733,3100659,2100110,1100019,129,1351,0.095484826,,,
4103734,3100659,2100110,1100019,31,420,0.073809524,,,
4103735,3100659,2100110,1100019,20,133,0.15037594,,,
4103736,3100659,2100110,1100019,61,619,0.098546042,,,
4103737,3100659,2100110,1100019,247,1198,0.206176962,,,
4103738,3100660,2100110,1100019,13,157,0.082802548,,,
4103739,3100660,2100110,1100019,85,2139,0.039738195,,,
4103740,3100660,2100110,1100019,66,567,0.116402116,,,
4103741,3100660,2100110,1100019,693,3999,0.173293323,,,
4103742,3100660,2100110,1100019,24,212,0.113207547,,,
4103743,3100660,2100110,1100019,20,209,0.09569378,,,
4103744,3100661,2100110,1100019,10,136,0.073529412,,,
4103745,3100661,2100110,1100019,2,52,0.038461538,,,
4103746,3100661,2100110,1100019,151,1226,0.123164763,,,
4103747,3100661,2100110,1100019,36,245,0.146938776,,,
4103748,3100661,2100110,1100019,71,465,0.152688172,,,
4103749,3100661,2100110,1100019,27,232,0.11637931,,,
4103750,3100662,2100111,1100017,36,557,0.064631957,,,
4103751,3100662,2100111,1100017,46,403,0.114143921,,,
4103752,3100662,2100111,1100017,39,501,0.077844311,,,
4103753,3100662,2100111,1100017,4,118,0.033898305,,,
4103754,3100662,2100111,1100017,13,118,0.110169492,,,
4103755,3100662,2100111,1100017,14,254,0.05511811,,,
4103756,3100663,2100112,1100020,10,167,0.05988024,,,
4103757,3100927,2100185,1100017,161,1774,0.090755355,,,
4103758,3100927,2100185,1100017,12,167,0.071856287,,,
4103759,3100927,2100185,1100017,0,2,0,,,
4103760,3100927,2100185,1100017,15,244,0.06147541,,,
4103761,3100664,2100112,1100020,2,40,0.05,,,
4103762,3100955,2100185,1100017,0,25,0,,,
4103763,3100955,2100185,1100017,4,31,0.129032258,,,
4103764,3100955,2100185,1100017,10,180,0.055555556,,,
4103765,3100955,2100185,1100017,40,512,0.078125,,,
4103766,3100955,2100185,1100017,52,838,0.062052506,,,
4103767,3100955,2100185,1100017,1,52,0.019230769,,,
4103768,3100955,2100185,1100017,0,7,0,,,
4103769,3100665,2100185,1100017,0,50,0,,,
4103770,3100665,2100185,1100017,10,153,0.065359477,,,
4103771,3100665,2100185,1100017,4,77,0.051948052,,,
4103772,3100666,2100185,1100017,2,26,0.076923077,,,
4103773,3100666,2100185,1100017,1,69,0.014492754,,,
4103774,3100666,2100185,1100017,4,181,0.022099448,,,
4103775,3100666,2100185,1100017,13,266,0.04887218,,,
4103776,3100667,2100113,1100020,8,90,0.088888889,,,
4103777,3100957,2100186,1100017,185,2238,0.082663092,,,
4103778,3100957,2100186,1100017,201,943,0.213149523,,,
4103779,3100668,2100113,1100020,4,94,0.042553191,,,
4103780,3100959,2100186,1100017,317,2109,0.150308203,,,
4103781,3100959,2100186,1100017,30,375,0.08,,,
4103782,3100959,2100186,1100017,320,1701,0.188124633,,,
4103783,3100959,2100186,1100017,0,8,0,,,
4103784,3100669,2100186,1100017,140,1237,0.113177041,,,
4103785,3100669,2100186,1100017,29,305,0.095081967,,,
4103786,3100669,2100186,1100017,41,620,0.066129032,,,
4103787,3100669,2100186,1100017,16,191,0.083769634,,,
4103788,3100669,2100186,1100017,95,1549,0.06132989,,,
4103789,3100669,2100186,1100017,21,455,0.046153846,,,
4103790,3100669,2100186,1100017,1,12,0.083333333,,,
4103791,3100670,2100186,1100017,32,329,0.097264438,,,
4103792,3100670,2100186,1100017,11,208,0.052884615,,,
4103793,3100670,2100186,1100017,1,22,0.045454545,,,
4103794,3100670,2100186,1100017,104,647,0.160741886,,,
4103795,3100670,2100186,1100017,0,6,0,,,
4103796,3100671,2100186,1100017,1,28,0.035714286,,,
4103797,3100671,2100186,1100017,7,62,0.112903226,,,
4103798,3100671,2100186,1100017,12,41,0.292682927,,,
4103799,3100671,2100186,1100017,19,41,0.463414634,,,
4103800,3100671,2100186,1100017,4,77,0.051948052,,,
4103801,3100672,2100113,1100020,0,2,0,,,
4103802,3100960,2100186,1100017,10,162,0.061728395,,,
4103803,3100960,2100186,1100017,0,15,0,,,
4103804,3100960,2100186,1100017,9,340,0.026470588,,,
4103805,3100960,2100186,1100017,38,625,0.0608,,,
4103806,3100960,2100186,1100017,20,353,0.056657224,,,
4103807,3100673,2100113,1100020,13,136,0.095588235,,,
4103808,3100961,2100186,1100017,66,236,0.279661017,,,
4103809,3100961,2100186,1100017,1,29,0.034482759,,,
4103810,3100961,2100186,1100017,22,306,0.071895425,,,
4103811,3100961,2100186,1100017,5,99,0.050505051,,,
4103812,3100961,2100186,1100017,1,38,0.026315789,,,
4103813,3100674,2100186,1100017,57,357,0.159663866,,,
4103814,3100674,2100186,1100017,3,25,0.12,,,
4103815,3100674,2100186,1100017,132,668,0.19760479,,,
4103816,3100675,2100114,1100017,25,489,0.051124744,,,
4103817,3100675,2100114,1100017,0,10,0,,,
4103818,3100675,2100114,1100017,6,134,0.044776119,,,
4103819,3100675,2100114,1100017,34,281,0.120996441,,,
4103820,3100676,2100114,1100017,90,580,0.155172414,,,
4103821,3100676,2100114,1100017,7,81,0.086419753,,,
4103822,3100676,2100114,1100017,77,1120,0.06875,,,
4103823,3100676,2100114,1100017,10,91,0.10989011,,,
4103825,3100676,2100114,1100017,7,248,0.028225806,,,
4103826,3100677,2100115,1100017,37,146,0.253424658,,,
4103827,3100677,2100115,1100017,30,448,0.066964286,,,
4103828,3100677,2100115,1100017,2,26,0.076923077,,,
4103829,3100677,2100115,1100017,0,45,0,,,
4103830,3100678,2100115,1100017,14,129,0.108527132,,,
4103832,3100678,2100115,1100017,1,2,0.5,,,
4103833,3100678,2100115,1100017,54,755,0.071523179,,,
4103834,3100678,2100115,1100017,6,67,0.089552239,,,
4103835,3100678,2100115,1100017,6,80,0.075,,,
4103836,3100678,2100115,1100017,16,254,0.062992126,,,
4103837,3100678,2100115,1100017,1,5,0.2,,,
4103838,3100679,2100187,1100017,4,97,0.041237113,,,
4103839,3100679,2100187,1100017,13,340,0.038235294,,,
4103840,3100679,2100187,1100017,6,277,0.02166065,,,
4103841,3100679,2100187,1100017,137,1760,0.077840909,,,
4103842,3100679,2100187,1100017,10,182,0.054945055,,,
4103843,3100679,2100187,1100017,354,4928,0.071834416,,,
4103844,3100679,2100187,1100017,129,1519,0.084924292,,,
4103845,3100679,2100187,1100017,181,1394,0.129842181,,,
4103846,3100680,2100116,1100020,7,92,0.076086957,,,
4103847,3100962,2100187,1100017,16,576,0.027777778,,,
4103848,3100962,2100187,1100017,70,626,0.111821086,,,
4103849,3100962,2100187,1100017,4,10,0.4,,,
4103850,3100962,2100187,1100017,44,718,0.061281337,,,
4103851,3100962,2100187,1100017,91,800,0.11375,,,
4103852,3100962,2100187,1100017,700,7490,0.093457944,,,
4103853,3100962,2100187,1100017,9,363,0.024793388,,,
4103854,3100962,2100187,1100017,417,3234,0.128942486,,,
4103855,3100681,2100117,1100017,71,593,0.119730185,,,
4103856,3100681,2100117,1100017,49,527,0.092979127,,,
4103857,3100681,2100117,1100017,103,1033,0.099709584,,,
4103858,3100681,2100117,1100017,1,39,0.025641026,,,
4103859,3100681,2100117,1100017,1742,11643,0.149617796,,,
4103860,3100681,2100117,1100017,12,120,0.1,,,
4103861,3100682,2100118,1100017,1,5,0.2,,,
4103862,3100682,2100118,1100017,15,110,0.136363636,,,
4103863,3100683,2100119,1100017,3,11,0.272727273,,,
4103864,3100683,2100119,1100017,32,323,0.099071207,,,
4103865,3100683,2100119,1100017,245,5520,0.044384058,,,
4103867,3100683,2100119,1100017,12,99,0.121212121,,,
4103868,3100684,2100119,1100017,574,3845,0.149284785,,,
4103869,3100684,2100119,1100017,0,35,0,,,
4103870,3100684,2100119,1100017,236,1132,0.208480565,,,
4103871,3100684,2100119,1100017,8,61,0.131147541,,,
4103872,3100684,2100119,1100017,948,4387,0.216093002,,,
4103873,3100684,2100119,1100017,30,293,0.102389078,,,
4103874,3100684,2100119,1100017,716,5269,0.135889163,,,
4103875,3100684,2100119,1100017,178,1275,0.139607843,,,
4103876,3100684,2100119,1100017,10,117,0.085470085,,,
4103877,3100684,2100119,1100017,1,10,0.1,,,
4103878,3100684,2100119,1100017,8,104,0.076923077,,,
4103879,3100666,2100185,1100017,0,4,0,,,
4103880,3100685,2100120,1100020,14,157,0.089171975,,,
4103881,3100685,2100120,1100020,19,387,0.049095607,,,
4103882,3100685,2100120,1100020,14,127,0.11023622,,,
4103883,3100685,2100120,1100020,9,78,0.115384615,,,
4103884,3100686,2100120,1100020,1,12,0.083333333,,,
4103885,3100686,2100120,1100020,8,151,0.052980132,,,
4103886,3100686,2100120,1100020,29,316,0.091772152,,,
4103887,3100686,2100120,1100020,10,117,0.085470085,,,
4103888,3100687,2100120,1100020,9,103,0.087378641,,,
4103889,3100687,2100120,1100020,3,30,0.1,,,
4103890,3100687,2100120,1100020,32,366,0.087431694,,,
4103891,3100687,2100120,1100020,18,187,0.096256684,,,
4103892,3100687,2100120,1100020,0,1,0,,,
4103893,3100687,2100120,1100020,36,498,0.072289157,,,
4103894,3100687,2100120,1100020,17,170,0.1,,,
4103895,3100688,2100120,1100020,4,27,0.148148148,,,
4103896,3100688,2100120,1100020,0,17,0,,,
4103897,3100688,2100120,1100020,22,76,0.289473684,,,
4103898,3100688,2100120,1100020,8,32,0.25,,,
4103899,3100689,2100120,1100020,2,78,0.025641026,,,
4103900,3100689,2100120,1100020,5,62,0.080645161,,,
4103901,3100689,2100120,1100020,10,118,0.084745763,,,
4103902,3100689,2100120,1100020,52,226,0.230088496,,,
4103903,3100689,2100120,1100020,97,679,0.142857143,,,
4103904,3100690,2100120,1100020,93,508,0.183070866,,,
4103905,3100690,2100120,1100020,5,35,0.142857143,,,
4103906,3100690,2100120,1100020,0,3,0,,,
4103907,3100690,2100120,1100020,127,179,0.709497207,,,
4103908,3100690,2100120,1100020,4,95,0.042105263,,,
4103909,3100690,2100120,1100020,24,215,0.111627907,,,
4103911,3100690,2100120,1100020,0,1,0,,,
4103912,3100690,2100120,1100020,0,9,0,,,
4103913,3100690,2100120,1100020,3,48,0.0625,,,
4103914,3100691,2100120,1100020,40,169,0.236686391,,,
4103915,3100691,2100120,1100020,3,12,0.25,,,
4103916,3100691,2100120,1100020,17,149,0.11409396,,,
4103917,3100691,2100120,1100020,57,300,0.19,,,
4103918,3100691,2100120,1100020,0,7,0,,,
4103919,3100691,2100120,1100020,41,218,0.188073394,,,
4103920,3100691,2100120,1100020,34,151,0.225165563,,,
4103921,3100692,2100120,1100020,133,1022,0.130136986,,,
4103922,3100692,2100120,1100020,0,5,0,,,
4103923,3100692,2100120,1100020,6,78,0.076923077,,,
4103924,3100692,2100120,1100020,28,315,0.088888889,,,
4103925,3100692,2100120,1100020,5,33,0.151515152,,,
4103926,3100692,2100120,1100020,1860,7037,0.264317181,,,
4103927,3100692,2100120,1100020,15,50,0.3,,,
4103928,3100692,2100120,1100020,47,294,0.159863946,,,
4103929,3100692,2100120,1100020,538,1732,0.310623557,,,
4103930,3100693,2100120,1100020,3,28,0.107142857,,,
4103931,3100693,2100120,1100020,3,61,0.049180328,,,
4103932,3100693,2100120,1100020,13,74,0.175675676,,,
4103933,3100693,2100120,1100020,2,7,0.285714286,,,
4103934,3100693,2100120,1100020,30,340,0.088235294,,,
4103935,3100694,2100120,1100020,23,427,0.053864169,,,
4103936,3100694,2100120,1100020,23,155,0.148387097,,,
4103937,3100694,2100120,1100020,10,113,0.088495575,,,
4103938,3100695,2100121,1100020,244,1852,0.13174946,,,
4103939,3100695,2100121,1100020,53,287,0.18466899,,,
4103940,3100695,2100121,1100020,51,746,0.068364611,,,
4103941,3100695,2100121,1100020,47,686,0.06851312,,,
4103942,3100695,2100121,1100020,28,330,0.084848485,,,
4103943,3100695,2100121,1100020,47,685,0.068613139,,,
4103944,3100695,2100121,1100020,121,1557,0.077713552,,,
4103945,3100695,2100121,1100020,68,480,0.141666667,,,
4103946,3100696,2100121,1100020,11,184,0.059782609,,,
4103947,3100696,2100121,1100020,0,13,0,,,
4103948,3100696,2100121,1100020,10,351,0.028490028,,,
4103949,3100696,2100121,1100020,5,47,0.106382979,,,
4103950,3100696,2100121,1100020,26,214,0.121495327,,,
4103951,3100696,2100121,1100020,256,2036,0.125736739,,,
4103952,3100697,2100121,1100020,84,535,0.157009346,,,
4103953,3100697,2100121,1100020,18,318,0.056603774,,,
4103954,3100697,2100121,1100020,16,219,0.073059361,,,
4103955,3100697,2100121,1100020,24,349,0.068767908,,,
4103956,3100697,2100121,1100020,35,331,0.105740181,,,
4103957,3100697,2100121,1100020,72,491,0.146639511,,,
4103958,3100697,2100121,1100020,27,575,0.046956522,,,
4103959,3100697,2100121,1100020,208,2159,0.096340899,,,
4103960,3100697,2100121,1100020,60,316,0.189873418,,,
4103961,3100698,2100121,1100020,5,48,0.104166667,,,
4103962,3100698,2100121,1100020,4,90,0.044444444,,,
4103963,3100699,2100121,1100020,167,1173,0.142369991,,,
4103964,3100699,2100121,1100020,4602,23519,0.195671585,,,
4103965,3100699,2100121,1100020,65,453,0.143487859,,,
4103966,3100699,2100121,1100020,27,211,0.127962085,,,
4103967,3100699,2100121,1100020,18,98,0.183673469,,,
4103968,3100700,2100121,1100020,56,1455,0.038487973,,,
4103969,3100700,2100121,1100020,15,541,0.027726433,,,
4103970,3100700,2100121,1100020,20,484,0.041322314,,,
4103971,3100700,2100121,1100020,2,51,0.039215686,,,
4103972,3100700,2100121,1100020,51,870,0.05862069,,,
4103973,3100700,2100121,1100020,192,1006,0.190854871,,,
4103974,3100700,2100121,1100020,3,70,0.042857143,,,
4103975,3100700,2100121,1100020,29,634,0.045741325,,,
4103976,3100701,2100121,1100020,0,9,0,,,
4103977,3100701,2100121,1100020,35,238,0.147058824,,,
4103978,3100701,2100121,1100020,39,363,0.107438017,,,
4103979,3100701,2100121,1100020,5,52,0.096153846,,,
4103980,3100702,2100121,1100020,57,381,0.149606299,,,
4103981,3100702,2100121,1100020,27,349,0.077363897,,,
4103982,3100702,2100121,1100020,8,113,0.07079646,,,
4103983,3100702,2100121,1100020,26,325,0.08,,,
4103984,3100702,2100121,1100020,6,47,0.127659574,,,
4103985,3100702,2100121,1100020,24,178,0.134831461,,,
4103986,3100703,2100121,1100020,28,205,0.136585366,,,
4103987,3100703,2100121,1100020,65,806,0.080645161,,,
4103988,3100703,2100121,1100020,0,16,0,,,
4103989,3100704,2100121,1100020,55,426,0.129107981,,,
4103990,3100704,2100121,1100020,12,124,0.096774194,,,
4103991,3100704,2100121,1100020,2,63,0.031746032,,,
4103992,3100704,2100121,1100020,59,478,0.123430962,,,
4103993,3100704,2100121,1100020,23,151,0.152317881,,,
4103994,3100705,2100121,1100020,76,374,0.203208556,,,
4103995,3100705,2100121,1100020,46,121,0.380165289,,,
4103996,3100705,2100121,1100020,55,664,0.082831325,,,
4103997,3100705,2100121,1100020,13,312,0.041666667,,,
4103998,3100705,2100121,1100020,52,644,0.080745342,,,
4103999,3100706,2100121,1100020,2,18,0.111111111,,,
4104000,3100706,2100121,1100020,8,139,0.057553957,,,
4104001,3100706,2100121,1100020,0,5,0,,,
4104002,3100706,2100121,1100020,13,225,0.057777778,,,
4104003,3100706,2100121,1100020,30,210,0.142857143,,,
4104004,3100706,2100121,1100020,27,260,0.103846154,,,
4104005,3100707,2100121,1100020,75,376,0.199468085,,,
4104006,3100707,2100121,1100020,71,776,0.091494845,,,
4104007,3100707,2100121,1100020,82,410,0.2,,,
4104008,3100707,2100121,1100020,23,98,0.234693878,,,
4104009,3100707,2100121,1100020,35,344,0.101744186,,,
4104010,3100707,2100121,1100020,154,1008,0.152777778,,,
4104011,3100707,2100121,1100020,37,338,0.109467456,,,
4104012,3100707,2100121,1100020,195,1136,0.17165493,,,
4104013,3100708,2100121,1100020,135,416,0.324519231,,,
4104014,3100708,2100121,1100020,46,441,0.10430839,,,
4104015,3100708,2100121,1100020,923,3452,0.267381228,,,
4104016,3100708,2100121,1100020,149,924,0.161255411,,,
4104017,3100708,2100121,1100020,60,450,0.133333333,,,
4104018,3100708,2100121,1100020,14,527,0.026565465,,,
4104019,3100708,2100121,1100020,199,1110,0.179279279,,,
4104020,3100708,2100121,1100020,70,674,0.103857567,,,
4104021,3100709,2100121,1100020,35,309,0.113268608,,,
4104022,3100709,2100121,1100020,14,135,0.103703704,,,
4104023,3100709,2100121,1100020,3289,8285,0.396982498,,,
4104024,3100709,2100121,1100020,75,909,0.082508251,,,
4104025,3100709,2100121,1100020,5,116,0.043103448,,,
4104026,3100709,2100121,1100020,61,607,0.100494234,,,
4104027,3100709,2100121,1100020,258,2365,0.109090909,,,
4104028,3100709,2100121,1100020,20,106,0.188679245,,,
4104029,3100709,2100121,1100020,37,274,0.135036496,,,
4104030,3100709,2100121,1100020,90,970,0.092783505,,,
4104031,3100710,2100121,1100020,59,422,0.139810427,,,
4104032,3100710,2100121,1100020,78,400,0.195,,,
4104033,3100710,2100121,1100020,20,190,0.105263158,,,
4104034,3100710,2100121,1100020,118,932,0.126609442,,,
4104035,3100711,2100122,1100020,0,3,0,,,
4104036,3100711,2100122,1100020,9,35,0.257142857,,,
4104038,3100711,2100122,1100020,0,10,0,,,
4104039,3100711,2100122,1100020,8,55,0.145454545,,,
4104040,3100712,2100122,1100020,6,75,0.08,,,
4104041,3100712,2100122,1100020,77,714,0.107843137,,,
4104042,3100712,2100122,1100020,13,142,0.091549296,,,
4104043,3100712,2100122,1100020,19,224,0.084821429,,,
4104044,3100712,2100122,1100020,6,88,0.068181818,,,
4104045,3100713,2100122,1100020,26,366,0.071038251,,,
4104046,3100713,2100122,1100020,99,611,0.16202946,,,
4104047,3100713,2100122,1100020,36,246,0.146341463,,,
4104048,3100713,2100122,1100020,8,39,0.205128205,,,
4104049,3100713,2100122,1100020,11,108,0.101851852,,,
4104050,3100713,2100122,1100020,18,305,0.059016393,,,
4104051,3100713,2100122,1100020,8,68,0.117647059,,,
4104052,3100714,2100122,1100020,57,728,0.078296703,,,
4104053,3100714,2100122,1100020,13,159,0.081761006,,,
4104054,3100714,2100122,1100020,22,243,0.090534979,,,
4104055,3100714,2100122,1100020,1,51,0.019607843,,,
4104056,3100715,2100122,1100020,1,5,0.2,,,
4104057,3100715,2100122,1100020,12,127,0.094488189,,,
4104058,3100715,2100122,1100020,13,80,0.1625,,,
4104059,3100715,2100122,1100020,62,675,0.091851852,,,
4104060,3100715,2100122,1100020,146,1162,0.125645439,,,
4104061,3100715,2100122,1100020,18,252,0.071428571,,,
4104062,3100715,2100122,1100020,59,201,0.293532338,,,
4104063,3100715,2100122,1100020,8,32,0.25,,,
4104064,3100716,2100122,1100020,0,1,0,,,
4104065,3100716,2100122,1100020,0,7,0,,,
4104066,3100716,2100122,1100020,3,59,0.050847458,,,
4104067,3100716,2100122,1100020,2,36,0.055555556,,,
4104068,3100716,2100122,1100020,0,16,0,,,
4104069,3100716,2100122,1100020,0,5,0,,,
4104071,3100717,2100113,1100020,591,3925,0.150573248,,,
4104072,3100956,2100186,1100017,6,41,0.146341463,,,
4104073,3100956,2100186,1100017,9,298,0.030201342,,,
4104074,3100956,2100186,1100017,1,67,0.014925373,,,
4104075,3100956,2100186,1100017,0,16,0,,,
4104076,3100956,2100186,1100017,220,3114,0.070648683,,,
4104077,3100956,2100186,1100017,19,229,0.082969432,,,
4104078,3100956,2100186,1100017,41,483,0.084886128,,,
4104079,3100718,2100113,1100020,30,264,0.113636364,,,
4104080,3100958,2100186,1100017,12,73,0.164383562,,,
4104081,3100958,2100186,1100017,30,389,0.077120823,,,
4104082,3100958,2100186,1100017,124,559,0.221824687,,,
4104083,3100958,2100186,1100017,51,223,0.228699552,,,
4104084,3100719,2100123,1100020,24,125,0.192,,,
4104085,3100719,2100123,1100020,127,642,0.197819315,,,
4104086,3100719,2100123,1100020,52,354,0.146892655,,,
4104087,3100719,2100123,1100020,232,1113,0.208445642,,,
4104088,3100719,2100123,1100020,26,93,0.279569892,,,
4104089,3100720,2100124,1100020,1,15,0.066666667,,,
4104090,3100720,2100124,1100020,21,177,0.118644068,,,
4104091,3100720,2100124,1100020,58,546,0.106227106,,,
4104093,3100721,2100124,1100020,0,3,0,,,
4104094,3100721,2100124,1100020,10,41,0.243902439,,,
4104095,3100721,2100124,1100020,3,17,0.176470588,,,
4104096,3100722,2100125,1100020,0,6,0,,,
4104097,3100722,2100125,1100020,20,413,0.04842615,,,
4104098,3100722,2100125,1100020,0,14,0,,,
4104099,3100722,2100125,1100020,8,384,0.020833333,,,
4104100,3100722,2100125,1100020,3,48,0.0625,,,
4104101,3100722,2100125,1100020,1,14,0.071428571,,,
4104102,3100722,2100125,1100020,0,16,0,,,
4104103,3100722,2100125,1100020,3,89,0.033707865,,,
4104104,3100723,2100125,1100020,0,4,0,,,
4104105,3100723,2100125,1100020,1,61,0.016393443,,,
4104106,3100723,2100125,1100020,34,641,0.053042122,,,
4104107,3100723,2100125,1100020,0,3,0,,,
4104108,3100724,2100125,1100020,0,1,0,,,
4104109,3100724,2100125,1100020,1,7,0.142857143,,,
4104111,3100724,2100125,1100020,5,191,0.02617801,,,
4104112,3100724,2100125,1100020,0,30,0,,,
4104113,3100725,2100125,1100020,56,568,0.098591549,,,
4104115,3100725,2100125,1100020,46,606,0.075907591,,,
4104116,3100725,2100125,1100020,0,6,0,,,
4104117,3100725,2100125,1100020,13,225,0.057777778,,,
4104118,3100726,2100125,1100020,3,66,0.045454545,,,
4104119,3100726,2100125,1100020,1,67,0.014925373,,,
4104120,3100726,2100125,1100020,0,12,0,,,
4104121,3100726,2100125,1100020,0,1,0,,,
4104122,3100726,2100125,1100020,6,32,0.1875,,,
4104123,3100726,2100125,1100020,1,8,0.125,,,
4104124,3100727,2100125,1100020,0,49,0,,,
4104126,3100727,2100125,1100020,1,5,0.2,,,
